ID;Type;SKU;Name;Published;Is featured?;Visibility in catalog;Short description;Description;Date sale price starts;Date sale price ends;Tax status;Tax class;In stock?;Stock;Backorders allowed?;Sold individually?;Weight (lbs);Length (in);Width (in);Height (in);Allow customer reviews?;Purchase note;Sale price;Regular price;Categories;Tags;Shipping class;Images;Download limit;Download expiry days;Parent;Grouped products;Upsells;Cross-sells;External URL;Button text;Position;Attribute 1 name;Attribute 1 value(s);Attribute 1 visible;Attribute 1 global;Attribute 2 name;Attribute 2 value(s);Attribute 2 visible;Attribute 2 global;Meta: _wpcom_is_markdown;Download 1 name;Download 1 URL;Download 2 name;Download 2 URL
;simple;;So MAT LIPSTICK R3;1;1;visible;;"Le rouge à lèvres So MAT couvre vos lèvres par un film mince, lisse et confortable avec précision et facilité d’application.

";;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;So MAT LIPSTICK R4;1;1;visible;;"Le rouge à lèvres So MAT couvre vos lèvres par un film mince, lisse et confortable avec précision et facilité d’application.

";;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;So MAT LIPSTICK R5;1;1;visible;;"Le rouge à lèvres So MAT couvre vos lèvres par un film mince, lisse et confortable avec précision et facilité d’application.

";;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;So MAT LIPSTICK R6;1;1;visible;;"Le rouge à lèvres So MAT couvre vos lèvres par un film mince, lisse et confortable avec précision et facilité d’application.

";;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;So MAT LIPSTICK R7;1;1;visible;;"Le rouge à lèvres So MAT couvre vos lèvres par un film mince, lisse et confortable avec précision et facilité d’application.

";;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;So METALLIC LIPSTICK R8;1;1;visible;;Sa texture veloutée, crémeuse et ultraconfortable enveloppe vos lèvres et dépose une couleur intense dès le premier passage.;;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;So METALLIC LIPSTICK R9;1;1;visible;;Sa texture veloutée, crémeuse et ultraconfortable enveloppe vos lèvres et dépose une couleur intense dès le premier passage.;;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Eye Liner ARVEA;1;1;visible;;L’eyeliner ARVEA Tenue 12h est un feutre liner dont la pointe ultra fine et souple permet un tracé haute précision. Il est résistant à l'eau, aux bavures, facile à enlever. Avec sa pointe ultra fine et souple, le tracé est précis, plus ou moins épais, selon vos envies. Sa teinte ultra pigmentée noir absolu garantit un regard intense sans filer pendant 12h. L’eyeliner ARVEA est à base d’eau, sans parabène testé et approuvé dermatologiquement et ophtalmologiquement. L’eyeliner ARVEA pour un regard parfaitement dessiné‚ intensifié et soyeux, est pour vous.;;;taxable;;1;;0;0;;;;;1;;24;16,8;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Crayon-Khol Arvea;1;1;visible;;"Crayon-Khol Arvea est un crayon pour les yeux à la mine ferme et ultra-glissante pour un tracé parfait et précis.

Sa formule soin enrichie en huile de jojoba, vitamine E et vitamine C associe douceur au tracé, confort et respect des paupières. Sa texture matte nacrée.

Un crayon waterproof de longue tenue (10 heures) intense souligne et magnifie le regard.

Testé sous contrôle ophtalmologique et dermatologique convient même aux yeux sensibles.

";;;taxable;;1;;0;0;;;;;1;;15,9;11,13;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Crayon N°1;1;1;visible;;Un crayon bleu pour les yeux à la mine ferme et ultra-glissante pour un tracé parfait et précis. Sa formule soin enrichie en huile de jojoba, vitamine E et vitamine C associe douceur au tracé, confort et respect des paupières. Sa texture matte nacrée. Testé sous contrôle ophtalmologique et dermatologique convient même aux yeux sensibles.;;;taxable;;1;;0;0;;;;;1;;18,9;13,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Crayon N°2;1;1;visible;;"Un crayon vert pour les yeux à la mine ferme et ultra-glissante pour un tracé parfait et précis. Sa formule soin enrichie en huile de jojoba, vitamine E et vitamine C associe douceur au tracé, confort et respect des paupières. Sa texture matte nacrée. Testé sous contrôle ophtalmologique et dermatologique convient même aux yeux sensibles.

";;;taxable;;1;;0;0;;;;;1;;18,9;13,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;EYEBROW 1;1;1;visible;;Le fini d'une poudre dans un crayon professionnel et innovant qui redensifie la ligne des sourcils pour un regard naturellement rehaussé. Cette mine de pointe offre 3 atouts : un glissant tout en douceur qui n'accroche pas, une haute teneur en pigment et donc une couleur intense, un tracé facile, précis et uniforme, pour une tenue irréprochable au fini mat et poudré. Coloring eyebrow Arvea est doté d'une brosse pour discipliner le sourcil avant le maquillage puis pour estomper la matière. Application : Mettez en forme la ligne des sourcils à l'aide de la brosse. Appliquez le crayon par touches légères pour combler et redessiner le sourcil.;;;taxable;;1;;0;0;;;;;1;;29,8;20,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;EYEBROW 2;1;1;visible;;Le fini d'une poudre dans un crayon professionnel et innovant qui redensifie la ligne des sourcils pour un regard naturellement rehaussé. Cette mine de pointe offre 3 atouts : un glissant tout en douceur qui n'accroche pas, une haute teneur en pigment et donc une couleur intense, un tracé facile, précis et uniforme, pour une tenue irréprochable au fini mat et poudré. Coloring eyebrow Arvea est doté d'une brosse pour discipliner le sourcil avant le maquillage puis pour estomper la matière. Application : Mettez en forme la ligne des sourcils à l'aide de la brosse. Appliquez le crayon par touches légères pour combler et redessiner le sourcil.;;;taxable;;1;;0;0;;;;;1;;29,8;20,86;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Crayon N°3;1;1;visible;;"Un crayon pour les yeux à la mine ferme et ultra-glissante pour un tracé parfait et précis. Sa formule soin enrichie en huile de jojoba, vitamine E et vitamine C associe douceur au tracé, confort et respect des paupières. Sa texture matte nacrée. Testé sous contrôle ophtalmologique et dermatologique convient même aux yeux sensibles.

";;;taxable;;1;;0;0;;;;;1;;18,9;13,23;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Mascara Vegan;1;1;visible;;"C’est un mascara pour un volume maximal de longue tenue, doté d’un noir intense pour donner de la profondeur à votre regard.

";;;taxable;;1;;0;0;;;;;1;;32,9;23,03;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Sensitive Mascara;1;1;visible;;Ce mascara maquille et gaine les cils pour les rendre plus longs et plus épais sans provoquer leur chute. Une texture qui se dépose facilement, sèche rapidement, ne tache pas et elle est facile à enlever avec un démaquillant ou une eau micellaire. Testé dermato-logiquement.;;;taxable;;1;;0;0;;;;;1;;37,9;26,53;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Eau Micellaire À L'Aloe Vera;1;1;visible;;"EAU MICELLAIRE ARVEA A L’ALOE VERA

Toutes peaux, même sensibles - Visage et Yeux

Cette eau micellaire, visage, yeux et lèvres, nettoie, démaquille et adoucit en un seul geste. Elle laisse la peau propre, douce et confortable grâce à sa formule riche en Aloe Vera, Extrait de feuilles de Ginkgo Biloba, Extrait de concombre, Eau florale de fleur d'oranger et Provitamine B5.

La peau est nette, parfaitement démaquillée. Elle est visiblement plus saine et retrouve immédiatement sa fraîcheur.

Utilisation : Appliquer l’eau micellaire ARVEA à l'aide d'un coton sur le visage et les yeux matin et soir. S'utilise sans rinçage.";;;taxable;;1;;0;0;;;;;1;;44,8;31,36;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Magic Pen 01;1;1;visible;;Un fard à joues et un rouge à lèvres le plus crémeux et velouté. Il colore en douceur, procure une couvrance naturelle et s'étale à merveille sur les joues et les lèvres. Disponible en trois teintes tendances, des plus délicates aux plus intenses pour vous offrir le look que vous désirez.;;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Magic Pen 02;1;1;visible;;Un fard à joues et un rouge à lèvres le plus crémeux et velouté. Il colore en douceur, procure une couvrance naturelle et s'étale à merveille sur les joues et les lèvres. Disponible en trois teintes tendances, des plus délicates aux plus intenses pour vous offrir le look que vous désirez.;;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;simple;;Magic Pen 03;1;1;visible;;Un fard à joues et un rouge à lèvres le plus crémeux et velouté. Il colore en douceur, procure une couvrance naturelle et s'étale à merveille sur les joues et les lèvres. Disponible en trois teintes tendances, des plus délicates aux plus intenses pour vous offrir le look que vous désirez.;;;taxable;;1;;0;0;;;;;1;;24,9;17,43;SANTE ET BEAUTE;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
